Name,Net Energy,Handle Penalty,Spacer Structure Fraction,Spacer Net Energy,Handle Fraction,Spacer Penalty,Handle-Spacer Penalty,Duplex Energy,New Net Energy,MS2 in MFE?,Available Seed Bases,Kinetic Handle?,Kinetic MS2?,Kinetic Handle Barrier,Thermo 5 prime bases,Kinetic 5 prime bases,Handle Barrier,Spacer Barrier,Bind Barrier,Kinetic Bind Barrier,Local Fraction (5),Local Fraction (10),MFEpath Convergence,Stringent Convergence,Spacer GC Content,Seed GC Content,Spacer ddG,Bind ddG,Kinetic Bind ddG,tracer duplex net energy,tracer duplex (ROUGH) barrier,tracr duplex handle formed?,tracr duplex ms2 formed?,Spacer-only Barrier,Spacer-only ddG,Fluorescence
PP_4016__107.0,-37.4,1.2,0.45,-38.2,0.28807222879029315,5.9,5.1,-43.3,-37.0,True,5.0,1000,1000,1000.0,1000,3,8.7,8.2,10.9,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.875,5.1,6.3,1000.0,1000.0,1000,1000,1000,14.6,-4.199999999999999,
PP_4016__112.0,-36.2,0.0,0.5,-35.7,0.9370048931247563,5.6,6.1,-41.8,-35.7,True,4.0,1000,1000,1000.0,1000,5,0.0,8.2,8.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,6.1,6.1,1000.0,1000.0,1000,1000,1000,3.2,-0.40000000000000213,
PP_4016__113.0,-38.3,0.0,0.5,-37.6,0.9720592924883854,5.3,6.0,-43.6,-37.6,True,3.0,1000,1000,1000.0,1000,6,0.0,8.2,8.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,6.0,6.0,1000.0,1000.0,1000,1000,1000,4.0,-0.8999999999999986,
PP_4016__140.0,-32.3,0.0,0.75,-31.6,0.9840849059136041,12.5,13.2,-44.8,-31.6,True,0.0,1000,1000,1000.0,1000,0,0.0,15.3,15.3,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,1.0,13.2,13.2,1000.0,1000.0,1000,1000,1000,6.1,-2.8000000000000007,
PP_4016__145.0,-34.0,0.0,0.55,-33.6,0.451672113096475,6.9,7.3,-40.9,-33.6,True,1.0,1000,1000,1000.0,1000,6,0.0,11.4,11.4,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.875,7.3,7.3,1000.0,1000.0,1000,1000,1000,8.0,-6.399999999999999,
PP_4016__148.0,-32.5,0.0,0.45,-31.8,0.408189227867964,6.1,6.8,-38.6,-31.8,True,4.0,1000,1000,1000.0,1000,6,0.0,7.5,7.5,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,6.8,6.8,1000.0,1000.0,1000,1000,1000,6.4,-3.5,
PP_4016__149.0,-32.7,0.8,0.6,-33.1,0.16392002029270064,7.6,7.2,-40.3,-32.3,True,4.0,1000,1000,1000.0,1000,2,10.9,7.6,10.9,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,7.2,8.0,1000.0,1000.0,1000,1000,1000,6.6,-3.6999999999999993,
PP_4016__152.0,-31.2,1.1,0.8,-31.6,0.1172072275729123,9.1,8.7,-40.3,-30.5,True,7.0,1000,1000,1000.0,1000,1,10.0,12.6,13.7,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,8.7,9.8,1000.0,1000.0,1000,1000,1000,9.5,-6.399999999999999,
PP_4016__153.0,-30.8,0.0,0.45,-30.4,0.5835151813406562,9.5,9.9,-40.3,-30.4,True,6.0,1000,1000,1000.0,1000,2,0.0,12.6,12.6,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,9.9,9.9,1000.0,1000.0,1000,1000,1000,9.5,-6.399999999999999,
PP_4016__171.0,-32.9,0.5,0.65,-32.7,0.36048021523647666,8.2,8.4,-41.1,-32.2,True,4.0,1000,1000,1000.0,1000,0,11.8,11.3,10.8,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,8.4,8.9,1000.0,1000.0,1000,1000,1000,5.9,-4.199999999999999,
PP_4016__181.0,-32.6,0.0,0.65,-32.2,0.9713556133968421,10.5,10.9,-43.1,-32.2,True,3.0,1000,1000,1000.0,1000,1,0.0,13.8,13.8,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,10.9,10.9,1000.0,1000.0,1000,1000,1000,14.3,-4.0,
PP_4016__184.0,-29.0,0.0,0.55,-28.3,0.9885780798794283,13.4,14.1,-42.4,-28.3,True,4.0,1000,1000,1000.0,1000,4,0.0,14.1,14.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,14.1,14.1,1000.0,1000.0,1000,1000,1000,8.2,-5.100000000000001,
PP_4016__190.0,-35.2,2.5,0.65,-37.0,0.1170495482914546,9.6,7.8,-44.8,-34.5,True,1.0,1000,1000,1000.0,1000,0,5.8,11.5,14.6,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,7.8,10.3,1000.0,1000.0,1000,1000,1000,7.7,-5.100000000000001,
PP_4016__196.0,-35.1,0.0,0.65,-34.6,0.9017399603695435,10.6,11.1,-45.7,-34.6,True,5.0,1000,1000,1000.0,1000,0,0.0,14.0,14.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,11.1,11.1,1000.0,1000.0,1000,1000,1000,7.4,-4.199999999999999,
PP_4016__197.0,-35.5,0.0,0.65,-34.8,0.9657504654835799,11.0,11.7,-46.5,-34.8,True,4.0,1000,1000,1000.0,1000,1,0.0,13.8,13.8,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.625,11.7,11.7,1000.0,1000.0,1000,1000,1000,7.2,-4.0,
PP_4016__209.0,-26.3,0.0,0.75,-25.6,0.9835186095130632,13.3,14.0,-39.6,-25.6,True,0.0,1000,1000,1000.0,1000,1,0.0,16.1,16.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.875,14.0,14.0,1000.0,1000.0,1000,1000,1000,17.1,-5.699999999999999,
PP_4016__214.0,-29.2,3.5,0.65,-32.3,0.00517160559797706,8.3,5.2,-37.5,-28.8,True,3.0,1000,1000,1000.0,1000,2,13.8,10.1,12.3,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.5,5.2,8.7,1000.0,1000.0,1000,1000,1000,0.0,0.0,
PP_4016__217.0,-29.2,0.0,0.65,-28.5,0.9789938947082697,8.8,9.5,-38.0,-28.5,True,4.0,1000,1000,1000.0,1000,0,0.0,12.9,12.9,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.25,9.5,9.5,1000.0,1000.0,1000,1000,1000,4.0,-1.8999999999999986,
PP_4016__238.0,-29.4,0.0,0.5,-28.7,0.5408679810798285,7.3,8.0,-36.7,-28.7,True,2.0,1000,1000,1000.0,1000,3,0.0,8.0,8.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,8.0,8.0,1000.0,1000.0,1000,1000,1000,0.0,0.0,
PP_4016__265.0,-32.2,0.0,0.5,-31.8,0.9830134804052105,8.9,9.3,-41.1,-31.8,True,3.0,1000,1000,1000.0,1000,5,0.0,11.1,11.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,9.3,9.3,1000.0,1000.0,1000,1000,1000,5.3,-2.6999999999999993,
PP_4016__268.0,-31.4,0.1,0.55,-30.8,0.5425175523118739,6.5,7.1,-37.9,-30.7,True,5.0,1000,1000,1000.0,1000,2,11.2,7.1,12.6,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.625,7.1,7.2,1000.0,1000.0,1000,1000,1000,6.3,-3.1000000000000014,
PP_4016__272.0,-28.6,0.0,0.35,-28.2,0.6556136824256595,6.5,6.9,-35.1,-28.2,True,7.0,1000,1000,1000.0,1000,6,0.0,11.5,11.5,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.625,6.9,6.9,1000.0,1000.0,1000,1000,1000,4.4,-1.1999999999999993,
PP_4823__32.0,-34.3,0.0,0.55,-33.8,0.9914918414370236,11.4,11.9,-45.7,-33.8,True,4.0,1000,1000,1000.0,1000,2,0.0,13.9,13.9,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,11.9,11.9,1000.0,1000.0,1000,1000,1000,5.7,-3.0,
PP_4823__43.0,-33.7,0.0,0.65,-33.2,0.9751054108103778,8.8,9.3,-42.5,-33.2,True,1.0,1000,1000,1000.0,1000,0,0.0,11.3,11.3,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.75,9.3,9.3,1000.0,1000.0,1000,1000,1000,8.1,-5.100000000000001,
PP_4823__44.0,-35.5,0.0,0.65,-34.8,0.8738740895546344,8.7,9.4,-44.2,-34.8,True,0.0,1000,1000,1000.0,1000,1,0.0,11.5,11.5,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,9.4,9.4,1000.0,1000.0,1000,1000,1000,10.5,-7.5,
PP_4823__49.0,-34.6,0.0,0.65,-33.9,0.964481085759983,8.2,8.9,-42.8,-33.9,True,2.0,1000,1000,1000.0,1000,1,0.0,11.0,11.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,8.9,8.9,1000.0,1000.0,1000,1000,1000,5.7,-2.8999999999999986,
PP_4823__61.0,-30.8,0.0,0.45,-30.1,0.9923421535184485,8.9,9.6,-39.7,-30.1,True,3.0,1000,1000,1000.0,1000,6,0.0,9.6,9.6,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,9.6,9.6,1000.0,1000.0,1000,1000,1000,4.6,-2.6999999999999993,
PP_4823__62.0,-34.6,0.0,0.4,-33.9,0.9101959471437653,6.1,6.8,-40.7,-33.9,True,4.0,1000,1000,1000.0,1000,7,0.0,8.6,8.6,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.75,6.8,6.8,1000.0,1000.0,1000,1000,1000,4.6,-2.6999999999999993,
PP_4823__68.0,-31.6,0.0,0.3,-30.9,0.9652544619852023,4.4,5.1,-36.0,-30.9,True,2.0,1000,1000,1000.0,1000,13,0.0,5.2,5.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,5.1,5.1,1000.0,1000.0,1000,1000,1000,4.4,-0.8999999999999986,
PP_4823__69.0,-33.3,0.0,0.45,-32.9,0.45540421073455195,2.7,3.1,-36.0,-32.9,True,5.0,1000,1000,1000.0,1000,2,0.0,5.5,5.5,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,3.1,3.1,1000.0,1000.0,1000,1000,1000,4.4,-0.8999999999999986,
PP_4823__94.0,-34.1,0.0,0.55,-33.7,0.978049076615682,12.3,12.7,-46.4,-33.7,True,4.0,1000,1000,1000.0,1000,3,0.0,14.0,14.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.8,0.75,12.7,12.7,1000.0,1000.0,1000,1000,1000,17.0,-7.599999999999998,
PP_4823__95.0,-34.0,0.0,0.65,-33.3,0.8313022869698118,11.6,12.3,-45.6,-33.3,True,5.0,1000,1000,1000.0,1000,0,0.0,16.1,16.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.75,12.3,12.3,1000.0,1000.0,1000,1000,1000,17.0,-7.600000000000001,
PP_4823__96.0,-30.8,0.0,0.7,-30.1,0.6923350231876707,12.6,13.3,-43.4,-30.1,True,4.0,1000,1000,1000.0,1000,0,0.0,16.4,16.4,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,13.3,13.3,1000.0,1000.0,1000,1000,1000,17.0,-8.3,
PP_4823__106.0,-30.1,1.6,0.6,-31.0,0.06926615660130332,7.3,6.4,-37.4,-29.4,True,1.0,1000,1000,1000.0,1000,1,13.2,10.7,13.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,6.4,8.0,1000.0,1000.0,1000,1000,1000,6.0,-2.3000000000000007,
PP_4823__112.0,-32.2,0.9,0.45,-32.7,0.33931813748806494,5.0,4.5,-37.2,-31.8,True,6.0,1000,1000,1000.0,1000,7,11.8,9.5,11.8,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.375,4.5,5.4,1000.0,1000.0,1000,1000,1000,8.2,-0.8999999999999986,
PP_4823__115.0,-27.9,0.9,0.65,-28.3,0.4184950783152183,7.8,7.4,-35.7,-27.4,True,3.0,1000,1000,1000.0,1000,0,11.9,11.0,11.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.5,7.4,8.3,1000.0,1000.0,1000,1000,1000,9.2,-1.3000000000000007,
PP_4823__124.0,-27.6,0.0,0.6,-26.9,0.9920688690729215,11.7,12.4,-39.3,-26.9,True,3.0,1000,1000,1000.0,1000,0,0.0,12.4,12.4,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,12.4,12.4,1000.0,1000.0,1000,1000,1000,7.1,-4.100000000000001,
PP_4823__142.0,-35.5,0.0,0.6,-35.0,0.9868418751313071,8.1,8.6,-43.6,-35.0,True,4.0,1000,1000,1000.0,1000,3,0.0,8.6,8.6,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,8.6,8.6,1000.0,1000.0,1000,1000,1000,6.3,-3.5,
PP_4823__157.0,-33.1,0.0,0.45,-32.6,0.9521556399432758,5.1,5.6,-38.2,-32.6,True,5.0,1000,1000,1000.0,1000,0,0.0,8.4,8.4,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.5,5.6,5.6,1000.0,1000.0,1000,1000,1000,4.5,-0.6999999999999993,
PP_4823__158.0,-32.9,0.0,0.45,-32.2,0.985953557478516,6.1,6.8,-39.0,-32.2,True,5.0,1000,1000,1000.0,1000,1,0.0,8.7,8.7,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.5,6.8,6.8,1000.0,1000.0,1000,1000,1000,4.5,-0.6999999999999993,
PP_4823__172.0,-28.7,0.0,0.5,-28.0,0.8622314407855184,5.5,6.2,-34.2,-28.0,True,4.0,1000,1000,1000.0,1000,0,0.0,6.5,6.5,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.625,6.2,6.2,1000.0,1000.0,1000,1000,1000,5.1,-1.1999999999999993,
PP_4823__181.0,-29.5,0.0,0.65,-28.8,0.9147564890596095,5.6,6.3,-35.1,-28.8,True,4.0,1000,1000,1000.0,1000,2,0.0,9.1,9.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.25,6.3,6.3,1000.0,1000.0,1000,1000,1000,4.7,-2.0,
PP_4823__197.0,-34.6,0.0,0.5,-33.9,0.5570210570474133,8.6,9.3,-43.2,-33.9,True,3.0,1000,1000,1000.0,1000,4,0.0,11.4,11.4,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,9.3,9.3,1000.0,1000.0,1000,1000,1000,7.4,-5.0,
PP_4823__202.0,-36.8,0.0,0.5,-36.3,0.5397226135392597,8.2,8.7,-45.0,-36.3,True,5.0,1000,1000,1000.0,1000,0,0.0,11.3,11.3,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.75,8.7,8.7,1000.0,1000.0,1000,1000,1000,9.3,-6.5,
PP_4823__212.0,-29.3,0.0,0.6,-28.6,0.9675573529216507,9.9,10.6,-39.2,-28.6,True,4.0,1000,1000,1000.0,1000,1,0.0,13.2,13.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,10.6,10.6,1000.0,1000.0,1000,1000,1000,13.2,-2.5,
PP_4823__213.0,-27.5,0.0,0.6,-26.8,0.9936789531901343,11.7,12.4,-39.2,-26.8,True,4.0,1000,1000,1000.0,1000,2,0.0,14.1,14.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,12.4,12.4,1000.0,1000.0,1000,1000,1000,13.8,-3.1000000000000014,
PP_4823__222.0,-34.4,0.4,0.35,-34.4,0.3835717572013975,3.4,3.4,-37.8,-34.0,True,3.0,1000,1000,1000.0,1000,11,5.8,7.5,9.1,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.375,3.4,3.8,1000.0,1000.0,1000,1000,1000,3.4,-0.3999999999999986,
PP_4823__245.0,-39.0,0.0,0.6,-38.3,0.8324504851680081,8.1,8.8,-47.1,-38.3,True,5.0,1000,1000,1000.0,1000,1,0.0,11.2,11.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.8,0.625,8.8,8.8,1000.0,1000.0,1000,1000,1000,9.4,-6.899999999999999,
PP_4823__251.0,-36.1,3.9,0.55,-39.6,0.004286864972390474,10.2,6.7,-46.3,-35.7,True,3.0,1000,1000,1000.0,1000,7,11.4,8.6,15.4,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.875,6.7,10.6,1000.0,1000.0,1000,1000,1000,8.1,-5.199999999999999,
PP_4823__257.0,-38.0,0.0,0.5,-37.6,0.596389830155255,7.8,8.2,-45.8,-37.6,True,2.0,1000,1000,1000.0,1000,0,0.0,9.2,9.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.875,8.2,8.2,1000.0,1000.0,1000,1000,1000,10.2,-7.399999999999999,
PP_4823__263.0,-33.9,0.0,0.65,-33.2,0.9802914763142174,8.7,9.4,-42.6,-33.2,True,3.0,1000,1000,1000.0,1000,1,0.0,11.2,11.2,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,9.4,9.4,1000.0,1000.0,1000,1000,1000,7.6,-3.8000000000000007,
PP_4823__278.0,-36.5,0.0,0.5,-35.8,0.9048849074847256,9.5,10.2,-46.0,-35.8,True,5.0,1000,1000,1000.0,1000,2,0.0,11.6,11.6,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.5,10.2,10.2,1000.0,1000.0,1000,1000,1000,9.3,-5.800000000000001,
PP_4823__279.0,-38.1,0.4,0.75,-37.8,0.4380070833649893,8.6,8.9,-46.7,-37.4,True,5.0,1000,1000,1000.0,1000,0,11.0,11.6,13.5,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.625,8.9,9.3,1000.0,1000.0,1000,1000,1000,9.4,-5.899999999999999,
