Name,Folding Barrier,Handle Barrier,Spacer Barrier,Net Binding Energy,Folding Energy,Binding Energy,Handle Fraction,Net Energy,Handle Penalty,Spacer Structure Fraction,Spacer Net Energy,Spacer Penalty,Handle-Spacer Penalty,MS2 in MFE?,Available Seed Bases,Kinetic Handle?,Kinetic MS2?,Kinetic Handle Barrier,Thermo 5 prime bases,Kinetic 5 prime bases,Kinetic Bind Barrier,Local Fraction (5),Local Fraction (10),MFEpath Convergence,Stringent Convergence,Spacer GC Content,Seed GC Content,Spacer ddG,Kinetic Bind ddG,tracer duplex net energy,tracer duplex (ROUGH) barrier,tracr duplex handle formed?,tracr duplex ms2 formed?,Spacer-only Barrier,Spacer-only ddG,Fluorescence
PP_4016__149.0,10.9,10.9,7.6,-32.3,8.0,-40.3,0.16392002029270064,-32.7,0.8,0.6,-33.1,7.6,7.2,False,4.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,7.2,1000.0,1000.0,1000,1000,1000,6.6,-3.6999999999999993,
PP_4016__152.0,13.7,10.0,12.6,-30.5,9.8,-40.3,0.1172072275729123,-31.2,1.1,0.8,-31.6,9.1,8.7,False,7.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,8.7,1000.0,1000.0,1000,1000,1000,9.5,-6.399999999999999,
PP_4016__153.0,12.6,0.0,12.6,-30.4,9.9,-40.3,0.5835151813406562,-30.8,0.0,0.45,-30.4,9.5,9.9,False,6.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,9.9,1000.0,1000.0,1000,1000,1000,9.5,-6.399999999999999,
PP_4016__171.0,10.8,11.8,11.3,-32.2,8.9,-41.1,0.36048021523647666,-32.9,0.5,0.65,-32.7,8.2,8.4,False,4.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,8.4,1000.0,1000.0,1000,1000,1000,5.9,-4.199999999999999,
PP_4016__181.0,13.8,0.0,13.8,-32.2,10.9,-43.1,0.9713556133968421,-32.6,0.0,0.65,-32.2,10.5,10.9,False,3.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,10.9,1000.0,1000.0,1000,1000,1000,14.3,-4.0,
PP_4016__184.0,14.1,0.0,14.1,-28.3,14.1,-42.4,0.9885780798794283,-29.0,0.0,0.55,-28.3,13.4,14.1,False,4.0,1000,1000,1000.0,1000,4,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,14.1,1000.0,1000.0,1000,1000,1000,8.2,-5.100000000000001,
PP_4016__190.0,14.6,5.8,11.5,-34.5,10.3,-44.8,0.1170495482914546,-35.2,2.5,0.65,-37.0,9.6,7.8,False,1.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,7.8,1000.0,1000.0,1000,1000,1000,7.7,-5.100000000000001,
PP_4016__196.0,14.0,0.0,14.0,-34.6,11.1,-45.7,0.9017399603695435,-35.1,0.0,0.65,-34.6,10.6,11.1,False,5.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,11.1,1000.0,1000.0,1000,1000,1000,7.4,-4.199999999999999,
PP_4016__197.0,13.8,0.0,13.8,-34.8,11.7,-46.5,0.9657504654835799,-35.5,0.0,0.65,-34.8,11.0,11.7,False,4.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.625,11.7,1000.0,1000.0,1000,1000,1000,7.2,-4.0,
PP_4016__209.0,16.1,0.0,16.1,-25.6,14.0,-39.6,0.9835186095130632,-26.3,0.0,0.75,-25.6,13.3,14.0,False,0.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.875,14.0,1000.0,1000.0,1000,1000,1000,17.1,-5.699999999999999,
PP_4016__214.0,12.3,13.8,10.1,-28.8,8.7,-37.5,0.00517160559797706,-29.2,3.5,0.65,-32.3,8.3,5.2,False,3.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.5,5.2,1000.0,1000.0,1000,1000,1000,0.0,0.0,
PP_4016__217.0,12.9,0.0,12.9,-28.5,9.5,-38.0,0.9789938947082697,-29.2,0.0,0.65,-28.5,8.8,9.5,False,4.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.25,9.5,1000.0,1000.0,1000,1000,1000,4.0,-1.8999999999999986,
PP_4016__238.0,8.0,0.0,8.0,-28.7,8.0,-36.7,0.5408679810798285,-29.4,0.0,0.5,-28.7,7.3,8.0,False,2.0,1000,1000,1000.0,1000,3,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,8.0,1000.0,1000.0,1000,1000,1000,0.0,0.0,
PP_4016__265.0,11.1,0.0,11.1,-31.8,9.3,-41.1,0.9830134804052105,-32.2,0.0,0.5,-31.8,8.9,9.3,False,3.0,1000,1000,1000.0,1000,5,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,9.3,1000.0,1000.0,1000,1000,1000,5.3,-2.6999999999999993,
PP_4016__268.0,12.6,11.2,7.1,-30.7,7.2,-37.9,0.5425175523118739,-31.4,0.1,0.55,-30.8,6.5,7.1,False,5.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.625,7.1,1000.0,1000.0,1000,1000,1000,6.3,-3.1000000000000014,
PP_4016__272.0,11.5,0.0,11.5,-28.2,6.9,-35.1,0.6556136824256595,-28.6,0.0,0.35,-28.2,6.5,6.9,False,7.0,1000,1000,1000.0,1000,6,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.625,6.9,1000.0,1000.0,1000,1000,1000,4.4,-1.1999999999999993,
PP_4823__32.0,13.9,0.0,13.9,-33.8,11.9,-45.7,0.9914918414370236,-34.3,0.0,0.55,-33.8,11.4,11.9,False,4.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,11.9,1000.0,1000.0,1000,1000,1000,5.7,-3.0,
PP_4823__43.0,11.3,0.0,11.3,-33.2,9.3,-42.5,0.9751054108103778,-33.7,0.0,0.65,-33.2,8.8,9.3,False,1.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.75,9.3,1000.0,1000.0,1000,1000,1000,8.1,-5.100000000000001,
PP_4823__44.0,11.5,0.0,11.5,-34.8,9.4,-44.2,0.8738740895546344,-35.5,0.0,0.65,-34.8,8.7,9.4,False,0.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,9.4,1000.0,1000.0,1000,1000,1000,10.5,-7.5,
PP_4823__49.0,11.0,0.0,11.0,-33.9,8.9,-42.8,0.964481085759983,-34.6,0.0,0.65,-33.9,8.2,8.9,False,2.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.5,8.9,1000.0,1000.0,1000,1000,1000,5.7,-2.8999999999999986,
PP_4823__61.0,9.6,0.0,9.6,-30.1,9.6,-39.7,0.9923421535184485,-30.8,0.0,0.45,-30.1,8.9,9.6,False,3.0,1000,1000,1000.0,1000,6,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,9.6,1000.0,1000.0,1000,1000,1000,4.6,-2.6999999999999993,
PP_4823__62.0,8.6,0.0,8.6,-33.9,6.8,-40.7,0.9101959471437653,-34.6,0.0,0.4,-33.9,6.1,6.8,False,4.0,1000,1000,1000.0,1000,7,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.75,6.8,1000.0,1000.0,1000,1000,1000,4.6,-2.6999999999999993,
PP_4823__68.0,5.2,0.0,5.2,-30.9,5.1,-36.0,0.9652544619852023,-31.6,0.0,0.3,-30.9,4.4,5.1,False,2.0,1000,1000,1000.0,1000,13,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,5.1,1000.0,1000.0,1000,1000,1000,4.4,-0.8999999999999986,
PP_4823__69.0,5.5,0.0,5.5,-32.9,3.1,-36.0,0.45540421073455195,-33.3,0.0,0.45,-32.9,2.7,3.1,False,5.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,3.1,1000.0,1000.0,1000,1000,1000,4.4,-0.8999999999999986,
PP_4823__94.0,14.0,0.0,14.0,-33.7,12.7,-46.4,0.978049076615682,-34.1,0.0,0.55,-33.7,12.3,12.7,False,4.0,1000,1000,1000.0,1000,3,1000.0,1000.0,1000.0,1000.0,1000.0,0.8,0.75,12.7,1000.0,1000.0,1000,1000,1000,17.0,-7.599999999999998,
PP_4823__95.0,16.1,0.0,16.1,-33.3,12.3,-45.6,0.8313022869698118,-34.0,0.0,0.65,-33.3,11.6,12.3,False,5.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.75,12.3,1000.0,1000.0,1000,1000,1000,17.0,-7.600000000000001,
PP_4823__96.0,16.4,0.0,16.4,-30.1,13.3,-43.4,0.6923350231876707,-30.8,0.0,0.7,-30.1,12.6,13.3,False,4.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.75,13.3,1000.0,1000.0,1000,1000,1000,17.0,-8.3,
PP_4823__106.0,13.2,13.2,10.7,-29.4,8.0,-37.4,0.06926615660130332,-30.1,1.6,0.6,-31.0,7.3,6.4,False,1.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.75,6.4,1000.0,1000.0,1000,1000,1000,6.0,-2.3000000000000007,
PP_4823__112.0,11.8,11.8,9.5,-31.8,5.4,-37.2,0.33931813748806494,-32.2,0.9,0.45,-32.7,5.0,4.5,False,6.0,1000,1000,1000.0,1000,7,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.375,4.5,1000.0,1000.0,1000,1000,1000,8.2,-0.8999999999999986,
PP_4823__115.0,11.1,11.9,11.0,-27.4,8.3,-35.7,0.4184950783152183,-27.9,0.9,0.65,-28.3,7.8,7.4,False,3.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.5,7.4,1000.0,1000.0,1000,1000,1000,9.2,-1.3000000000000007,
PP_4823__124.0,12.4,0.0,12.4,-26.9,12.4,-39.3,0.9920688690729215,-27.6,0.0,0.6,-26.9,11.7,12.4,False,3.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,12.4,1000.0,1000.0,1000,1000,1000,7.1,-4.100000000000001,
PP_4823__142.0,8.6,0.0,8.6,-35.0,8.6,-43.6,0.9868418751313071,-35.5,0.0,0.6,-35.0,8.1,8.6,False,4.0,1000,1000,1000.0,1000,3,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,8.6,1000.0,1000.0,1000,1000,1000,6.3,-3.5,
PP_4823__157.0,8.4,0.0,8.4,-32.6,5.6,-38.2,0.9521556399432758,-33.1,0.0,0.45,-32.6,5.1,5.6,False,5.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.5,5.6,1000.0,1000.0,1000,1000,1000,4.5,-0.6999999999999993,
PP_4823__158.0,8.7,0.0,8.7,-32.2,6.8,-39.0,0.985953557478516,-32.9,0.0,0.45,-32.2,6.1,6.8,False,5.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.5,6.8,1000.0,1000.0,1000,1000,1000,4.5,-0.6999999999999993,
PP_4823__172.0,6.5,0.0,6.5,-28.0,6.2,-34.2,0.8622314407855184,-28.7,0.0,0.5,-28.0,5.5,6.2,False,4.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.625,6.2,1000.0,1000.0,1000,1000,1000,5.1,-1.1999999999999993,
PP_4823__181.0,9.1,0.0,9.1,-28.8,6.3,-35.1,0.9147564890596095,-29.5,0.0,0.65,-28.8,5.6,6.3,False,4.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.5,0.25,6.3,1000.0,1000.0,1000,1000,1000,4.7,-2.0,
PP_4823__197.0,11.4,0.0,11.4,-33.9,9.3,-43.2,0.5570210570474133,-34.6,0.0,0.5,-33.9,8.6,9.3,False,3.0,1000,1000,1000.0,1000,4,1000.0,1000.0,1000.0,1000.0,1000.0,0.7,0.625,9.3,1000.0,1000.0,1000,1000,1000,7.4,-5.0,
PP_4823__202.0,11.3,0.0,11.3,-36.3,8.7,-45.0,0.5397226135392597,-36.8,0.0,0.5,-36.3,8.2,8.7,False,5.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.75,8.7,1000.0,1000.0,1000,1000,1000,9.3,-6.5,
PP_4823__212.0,13.2,0.0,13.2,-28.6,10.6,-39.2,0.9675573529216507,-29.3,0.0,0.6,-28.6,9.9,10.6,False,4.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,10.6,1000.0,1000.0,1000,1000,1000,13.2,-2.5,
PP_4823__213.0,14.1,0.0,14.1,-26.8,12.4,-39.2,0.9936789531901343,-27.5,0.0,0.6,-26.8,11.7,12.4,False,4.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.6,0.625,12.4,1000.0,1000.0,1000,1000,1000,13.8,-3.1000000000000014,
PP_4823__222.0,9.1,5.8,7.5,-34.0,3.8,-37.8,0.3835717572013975,-34.4,0.4,0.35,-34.4,3.4,3.4,False,3.0,1000,1000,1000.0,1000,11,1000.0,1000.0,1000.0,1000.0,1000.0,0.55,0.375,3.4,1000.0,1000.0,1000,1000,1000,3.4,-0.3999999999999986,
PP_4823__245.0,11.2,0.0,11.2,-38.3,8.8,-47.1,0.8324504851680081,-39.0,0.0,0.6,-38.3,8.1,8.8,False,5.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.8,0.625,8.8,1000.0,1000.0,1000,1000,1000,9.4,-6.899999999999999,
PP_4823__251.0,15.4,11.4,8.6,-35.7,10.6,-46.3,0.004286864972390474,-36.1,3.9,0.55,-39.6,10.2,6.7,False,3.0,1000,1000,1000.0,1000,7,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.875,6.7,1000.0,1000.0,1000,1000,1000,8.1,-5.199999999999999,
PP_4823__257.0,9.2,0.0,9.2,-37.6,8.2,-45.8,0.596389830155255,-38.0,0.0,0.5,-37.6,7.8,8.2,False,2.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.875,8.2,1000.0,1000.0,1000,1000,1000,10.2,-7.399999999999999,
PP_4823__263.0,11.2,0.0,11.2,-33.2,9.4,-42.6,0.9802914763142174,-33.9,0.0,0.65,-33.2,8.7,9.4,False,3.0,1000,1000,1000.0,1000,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.65,0.625,9.4,1000.0,1000.0,1000,1000,1000,7.6,-3.8000000000000007,
PP_4823__278.0,11.6,0.0,11.6,-35.8,10.2,-46.0,0.9048849074847256,-36.5,0.0,0.5,-35.8,9.5,10.2,False,5.0,1000,1000,1000.0,1000,2,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.5,10.2,1000.0,1000.0,1000,1000,1000,9.3,-5.800000000000001,
PP_4823__279.0,13.5,11.0,11.6,-37.4,9.3,-46.7,0.4380070833649893,-38.1,0.4,0.75,-37.8,8.6,8.9,False,5.0,1000,1000,1000.0,1000,0,1000.0,1000.0,1000.0,1000.0,1000.0,0.75,0.625,8.9,1000.0,1000.0,1000,1000,1000,9.4,-5.899999999999999,
